"","X","Lot_Shape","Land_Contour","Utility","Land_Slope","Exter_Qual","Exter_Cond","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","Bsmt_FinType1","Bsmt_FinType2","Heating_QC","Central_Air","Kitchen_Qual","Func","Fireplace_Qu","Garage_Finish","Garage_Quality","Garage_Cond","Paved_Drive","Pool_Qual","Fence_","MSSubClass","LotFrontage","LotArea","OverallCond","YearBuilt","MasVnrArea","X1stFlrSF","X2ndFlrSF","GrLivArea","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","MoSold","YrSold","SalePrice","renovation","bath","totalsf","MSZoningC","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageTypeNone","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","ifelse(Lot_Shape == ""IR3"", ""IR2"", Lot_Shape)"
"771",775,4,4,4,3,4,3,4,3,3,1,1,4,1,4,7,4,3,3,3,2,0,0,20,110,9.56282655529346,5,2006,375,1973,0,1973,3,1,9,1,7,2007,12.8866410438833,0,2,1255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
"772",776,4,4,4,3,3,3,5,3,1,6,1,5,1,3,7,0,3,3,3,2,0,0,120,32,8.41183267575841,5,1998,320,1204,0,1204,2,1,5,0,6,2009,11.9953516142145,0,3,659,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"773",777,3,4,4,3,4,3,4,3,3,6,1,5,1,4,7,0,2,3,3,2,0,0,20,86,9.32456151606621,5,2005,240,1614,0,1614,3,1,7,0,7,2006,12.3081778684673,3,2,1068,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
"774",778,3,4,4,3,3,3,3,3,1,5,1,3,1,3,7,2,1,3,3,2,0,3,20,100,9.4992716638284,5,1974,0,894,0,894,3,1,5,1,6,2006,11.8670972786908,0,2,681,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"775",779,4,4,4,3,3,3,0,0,0,0,0,3,1,3,7,3,1,3,3,2,0,0,90,60,9.03598698483141,5,1977,320,2020,0,2020,4,2,10,2,10,2007,11.8775685785581,0,2,630,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"776",780,4,4,4,3,3,3,4,3,4,6,1,3,1,3,7,0,1,3,3,2,0,0,90,78,9.26198360512802,5,1977,90,1004,0,1004,2,1,4,0,5,2006,11.8130300574206,0,2,504,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"777",781,4,4,4,3,3,3,4,4,1,1,1,4,1,3,7,3,3,3,3,2,0,0,20,63,8.97144846369383,5,1995,38,1253,0,1253,3,1,6,1,6,2007,12.0782392740203,2,2,643,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"778",782,4,4,4,3,4,4,4,3,1,5,1,5,1,4,7,0,2,3,3,2,0,0,60,65,8.87528712810838,5,1992,0,810,793,1603,3,1,7,0,7,2006,12.0776709307256,0,2.5,608,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"779",783,2,4,4,3,4,3,4,3,1,1,1,5,1,4,7,0,2,3,3,2,0,0,20,67,9.69799971771033,5,2001,0,1430,0,1430,3,1,6,0,6,2009,12.1393985122622,3,2,638,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"780",784,3,4,4,3,3,4,4,3,3,6,1,5,1,4,7,3,3,3,3,2,0,0,85,71.625,9.11613957657736,6,1978,104,1110,0,1110,1,1,4,1,7,2009,12.0167264737993,0,2,935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"781",785,4,4,4,3,3,3,3,3,1,1,1,5,1,3,7,4,0,0,0,2,0,0,75,35,8.74830491237962,6,1914,0,742,742,1484,3,1,9,1,6,2008,11.7597855429018,3,2,425,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"782",786,4,4,4,3,3,3,3,3,1,3,2,3,1,3,7,4,1,3,3,2,0,0,20,83.8971428571429,9.18911673552456,5,1967,0,1342,0,1342,3,1,7,1,9,2009,11.9922604216448,0,2,654,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"783",787,4,4,4,3,3,4,2,3,1,2,1,3,1,3,7,0,1,3,3,2,0,0,50,60,9.28730141311231,6,1915,0,966,686,1652,4,1,7,0,6,2010,11.8422292121128,1,3,612,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"784",788,3,4,4,3,4,3,4,3,1,6,1,5,1,4,7,0,2,3,3,2,0,0,60,76,9.22444049635496,5,2004,0,956,1128,2084,4,1,8,0,1,2010,12.3587937325478,0,3.5,663,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"785",789,4,4,4,3,3,3,3,3,1,1,1,5,1,3,7,0,1,2,3,2,0,0,20,50,8.69951474821019,7,1954,0,901,0,901,2,1,4,0,8,2008,11.5889601512462,3,1,281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"786",790,3,1,4,3,3,3,3,2,4,2,1,4,1,4,7,0,3,3,3,2,0,0,60,82.73,9.40960098282706,8,1966,157,976,1111,2087,5,1,9,0,7,2007,12.1415341243926,3,2.5,745,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"787",791,4,4,4,3,4,3,4,3,1,6,1,5,1,4,7,4,3,3,3,2,0,0,120,43,8.06526520889773,5,2005,11,1145,0,1145,2,1,5,1,9,2009,11.9841783136164,3,2,513,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"788",792,3,4,4,3,3,3,4,3,3,5,1,3,1,3,7,3,2,3,3,2,0,0,80,80.55,9.33547410273295,5,1976,0,1062,0,1062,3,1,5,2,5,2007,11.8968263951626,0,2,659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"789",793,3,4,4,3,4,3,4,3,3,6,1,5,1,3,7,3,1,3,3,2,0,0,60,92,9.20230820027892,5,1996,0,1127,886,2013,3,1,8,1,6,2007,12.5053991575767,2,3.5,765,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"790",794,4,4,4,3,4,3,4,3,3,1,1,5,1,4,7,0,3,3,3,2,0,0,20,76,9.12238309321704,5,2007,140,1496,0,1496,3,1,7,0,6,2007,12.3238556811866,0,2,772,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
"791",795,3,4,4,3,4,3,4,3,1,1,1,5,1,4,7,3,3,3,3,2,0,0,60,75.08,9.29025999515206,5,1994,0,1086,809,1895,3,1,7,1,10,2008,12.1781874420406,2,2.5,598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"792",796,4,4,4,3,3,3,4,3,1,1,1,3,1,3,7,3,1,3,3,2,0,3,60,70,9.03598698483141,6,1980,130,888,676,1564,3,1,7,1,4,2010,12.0494188354848,2,2.5,730,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"793",797,4,4,4,3,3,3,3,3,1,1,1,5,1,3,7,3,2,3,3,2,0,3,20,71,9.01152351265303,5,1977,148,1285,0,1285,3,1,7,1,4,2007,11.8740903141818,0,1.5,666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"794",798,4,4,4,3,3,3,3,3,1,4,1,4,1,3,7,0,1,3,3,2,0,0,20,57,8.9459841248279,5,1953,0,773,0,773,2,1,4,0,4,2008,11.6082356447746,0,1,240,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
"795",799,4,4,4,3,5,3,5,3,1,1,1,5,1,5,7,4,3,3,3,2,0,0,60,104,9.5117774096603,5,2008,860,1966,1174,3140,4,1,11,2,7,2009,13.0919041699196,3,3.5,1042,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
"796",800,4,4,4,3,3,3,4,3,1,5,1,5,1,4,7,3,1,3,3,2,0,3,50,60,8.88183630500415,7,1937,252,981,787,1768,3,1,7,2,6,2007,12.0725412529057,1,2.5,504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"797",801,3,2,4,2,3,3,4,3,4,6,1,4,1,4,7,0,2,3,3,2,0,0,60,79,9.45704418769941,5,1997,0,616,1072,1688,4,1,8,0,5,2008,12.2060726455302,0,3.5,1305,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"798",802,4,4,4,3,3,3,3,3,1,2,1,5,1,3,7,0,1,3,3,2,0,0,30,40,8.47637119689598,7,1916,0,1196,0,1196,2,1,5,0,7,2007,11.6073261403917,2,2,440,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"799",803,4,4,4,3,4,3,4,3,3,6,1,5,1,4,7,4,3,3,3,2,0,0,60,63,9.01176747459618,5,2005,0,728,728,1456,3,1,7,1,10,2008,12.1495022940418,0,3.5,464,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"800",805,4,4,4,3,3,3,3,3,1,2,1,3,1,3,6,0,1,3,3,2,0,2,20,75,9.10497985631836,5,1954,0,1128,0,1128,2,1,5,0,6,2006,11.6784399034478,0,1,286,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4
"801",806,3,4,4,3,4,3,4,3,1,1,1,5,1,5,7,0,2,3,3,2,0,0,20,91,9.41523848294904,5,2008,256,1428,0,1428,3,1,6,0,7,2008,12.3356964133237,0,2,614,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
"802",807,4,4,4,3,3,3,3,3,3,5,3,4,1,3,7,0,3,3,3,2,0,0,80,75,9.18502256399189,5,1967,0,980,0,980,3,1,6,0,10,2006,11.8167269193019,0,2,452,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"803",808,4,4,4,3,3,3,3,3,4,6,1,5,1,4,7,3,2,3,3,2,0,0,70,144,9.97039825781875,6,1923,0,1072,504,1576,3,1,6,1,5,2009,12.3171666930358,3,3.5,840,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"804",809,4,4,4,3,3,3,3,3,3,5,4,3,1,3,7,4,2,3,3,2,0,2,80,85,9.503009985939,5,1966,1047,1086,0,1086,3,1,6,1,6,2006,11.9826165453777,0,2,484,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"805",810,4,4,4,3,3,3,3,3,1,1,1,3,0,3,7,0,1,2,1,0,0,3,75,90,8.99961934066053,5,1898,0,1075,1063,2138,2,3,11,0,11,2009,11.5711943730942,1,2,556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"806",811,4,4,4,3,3,3,3,3,1,5,2,2,1,4,7,2,2,3,3,2,2,4,20,78,9.22424327714517,6,1974,99,1309,0,1309,3,1,5,1,1,2006,12.106252310248,3,2.5,1397,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"807",812,4,4,4,3,4,3,4,3,4,6,1,5,1,4,7,4,3,3,3,2,0,0,120,41.4783333333333,8.39795910349254,5,2004,169,848,0,848,1,1,4,1,6,2008,11.8810347865346,0,2,560,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
"808",813,4,3,4,2,2,3,3,3,3,1,1,3,0,2,7,0,1,3,3,0,0,0,20,66,9.0724566646128,5,1952,0,1044,0,1044,2,1,4,0,6,2010,10.9329819619041,0,1,504,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
"809",814,4,4,4,3,3,3,3,3,1,3,1,4,1,3,7,0,2,3,3,2,0,0,20,75,9.18502256399189,6,1958,243,1442,0,1442,4,1,7,0,4,2007,11.9697172002437,0,1.5,576,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"810",815,4,4,4,3,3,3,3,3,1,1,1,4,1,2,7,0,1,3,3,1,0,0,50,45,9.0177260256968,7,1918,0,686,564,1250,3,1,7,0,7,2006,11.6613454700885,1,2,583,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"811",816,2,4,4,3,3,3,4,3,1,1,1,5,1,4,7,0,2,3,3,2,0,0,20,48,9.40401391710636,5,1998,442,1661,0,1661,3,1,6,0,5,2010,12.3234111379474,0,2,632,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"812",817,3,4,4,3,3,3,3,3,1,4,1,4,1,3,7,4,2,3,3,2,0,0,20,73.465,9.34355921576241,6,1954,0,1008,0,1008,2,1,4,1,7,2006,11.8277362048103,0,1,395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"813",818,3,4,4,3,4,3,4,3,1,6,1,5,1,4,7,4,2,3,3,2,0,0,20,89.051,9.49288426657184,5,2002,148,1689,0,1689,3,1,7,2,7,2008,12.5098740998618,0,3,1066,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"814",819,4,4,4,3,3,3,3,3,3,6,1,4,1,3,7,0,1,3,3,2,0,3,80,80,9.0843235313927,7,1971,80,1052,0,1052,3,1,6,0,6,2010,11.9511803959014,0,2,440,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"815",820,3,4,4,3,4,3,4,3,2,6,1,5,1,4,7,4,2,3,3,2,0,0,120,44,8.75951172211649,5,2009,128,1358,0,1358,2,1,6,1,6,2010,12.3194013308372,3,3,711,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
"816",821,3,4,4,3,4,3,4,3,1,1,1,5,1,4,7,0,2,3,3,2,0,0,60,72,8.88544091170758,5,2003,0,798,842,1640,3,1,6,0,6,2008,12.1172414318236,0,2.5,640,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
"817",822,4,3,4,2,2,3,2,3,1,1,1,3,0,3,5,0,1,3,3,2,0,0,20,60,8.69951474821019,4,1953,0,936,0,936,2,1,4,0,2,2009,11.4403547721354,0,1,720,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"818",823,3,4,4,3,4,3,4,3,4,1,1,5,1,4,7,4,3,3,3,2,0,0,60,76.82875,9.42496776352205,5,2003,0,847,886,1733,3,1,7,1,10,2007,12.3238556811866,0,2.5,581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
